,Order Date,Ship Date,Ship Mode,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales
3582,2016-10-12,2016-12-16,Standard Class,Corporate,United States,Jackson,Michigan,49201.0,Central,OFF-AR-10001149,Office Supplies,Art,"Avery Hi-Liter Comfort Grip Fluorescent Highlighter, Yellow Ink",3.9
3583,2016-10-12,2016-12-16,Standard Class,Corporate,United States,Jackson,Michigan,49201.0,Central,FUR-TA-10003569,Furniture,Tables,Bretford CR8500 Series Meeting Room Furniture,801.96
3584,2016-10-12,2016-12-16,Standard Class,Corporate,United States,Jackson,Michigan,49201.0,Central,FUR-CH-10004289,Furniture,Chairs,Global Super Steno Chair,191.96
3585,2016-10-12,2016-12-16,Standard Class,Corporate,United States,Jackson,Michigan,49201.0,Central,OFF-LA-10001045,Office Supplies,Labels,Permanent Self-Adhesive File Folder Labels for Typewriters by Universal,2.61
3586,2018-03-09,2018-08-09,Standard Class,Corporate,United States,San Francisco,California,94122.0,West,OFF-AR-10002053,Office Supplies,Art,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",5.96
3587,2018-09-24,2018-09-28,Standard Class,Home Office,United States,Lancaster,Ohio,43130.0,East,TEC-PH-10002885,Technology,Phones,Apple iPhone 5,1169.694
3588,2018-12-19,2018-12-21,First Class,Consumer,United States,Lafayette,Louisiana,70506.0,South,OFF-SU-10002881,Office Supplies,Supplies,Martin Yale Chadless Opener Electric Letter Opener,1665.62
3589,2018-11-24,2018-11-30,Standard Class,Home Office,United States,Richmond,Kentucky,40475.0,South,OFF-BI-10000546,Office Supplies,Binders,Avery Durable Binders,2.88
3590,2018-11-24,2018-11-30,Standard Class,Home Office,United States,Richmond,Kentucky,40475.0,South,OFF-ST-10001526,Office Supplies,Storage,Iceberg Mobile Mega Data/Printer Cart,1443.96
3591,2015-12-13,2015-12-15,Second Class,Consumer,United States,Houston,Texas,77070.0,Central,OFF-SU-10001574,Office Supplies,Supplies,Acme Value Line Scissors,2.92
3592,2017-05-12,2017-07-12,Second Class,Consumer,United States,New York City,New York,10024.0,East,OFF-ST-10002615,Office Supplies,Storage,"Dual Level, Single-Width Filing Carts",465.18
3593,2017-11-09,2017-09-17,Standard Class,Home Office,United States,Toledo,Ohio,43615.0,East,OFF-BI-10001658,Office Supplies,Binders,GBC Standard Therm-A-Bind Covers,22.428
3594,2017-11-09,2017-09-17,Standard Class,Home Office,United States,Toledo,Ohio,43615.0,East,OFF-ST-10002562,Office Supplies,Storage,Staple magnet,37.52
3595,2018-09-12,2018-12-15,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19143.0,East,OFF-AR-10004757,Office Supplies,Art,Crayola Colored Pencils,2.624
3596,2015-09-09,2015-09-14,Second Class,Consumer,United States,Philadelphia,Pennsylvania,19140.0,East,OFF-PA-10000788,Office Supplies,Paper,Xerox 210,15.552
3597,2015-09-09,2015-09-14,Second Class,Consumer,United States,Philadelphia,Pennsylvania,19140.0,East,TEC-AC-10002134,Technology,Accessories,Rosewill 107 Normal Keys USB Wired Standard Keyboard,64.704
3598,2015-09-09,2015-09-14,Second Class,Consumer,United States,Philadelphia,Pennsylvania,19140.0,East,FUR-FU-10002456,Furniture,Furnishings,"Master Caster Door Stop, Large Neon Orange",17.472
3599,2015-09-09,2015-09-14,Second Class,Consumer,United States,Philadelphia,Pennsylvania,19140.0,East,TEC-PH-10002549,Technology,Phones,Polycom SoundPoint IP 450 VoIP phone,135.516
3600,2018-06-26,2018-06-30,Standard Class,Consumer,United States,Denver,Colorado,80219.0,West,TEC-AC-10001990,Technology,Accessories,Kensington Orbit Wireless Mobile Trackball for PC and Mac,431.928
3601,2015-11-17,2015-11-24,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19143.0,East,OFF-PA-10002137,Office Supplies,Paper,"Southworth 100% Résumé Paper, 24lb.",12.448
3602,2015-11-17,2015-11-24,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19143.0,East,FUR-CH-10004997,Furniture,Chairs,Hon Every-Day Series Multi-Task Chairs,657.93
3603,2018-08-21,2018-08-27,Standard Class,Home Office,United States,Columbia,Maryland,21044.0,East,OFF-PA-10000357,Office Supplies,Paper,Xerox 1888,277.4
3604,2018-08-21,2018-08-27,Standard Class,Home Office,United States,Columbia,Maryland,21044.0,East,FUR-FU-10003976,Furniture,Furnishings,"DAX Executive Solid Wood Document Frame, Desktop or Hang, Mahogany, 5 x 7",25.16
3605,2018-08-21,2018-08-27,Standard Class,Home Office,United States,Columbia,Maryland,21044.0,East,FUR-FU-10004960,Furniture,Furnishings,"Seth Thomas 12"" Clock w/ Goldtone Case",91.92
3606,2017-12-03,2017-03-16,Second Class,Consumer,United States,New York City,New York,10024.0,East,OFF-EN-10001099,Office Supplies,Envelopes,Staple envelope,29.34
3607,2015-09-23,2015-09-28,Second Class,Consumer,United States,New York City,New York,10035.0,East,OFF-BI-10002026,Office Supplies,Binders,Avery Arch Ring Binders,139.44
3608,2015-04-28,2015-03-05,Standard Class,Corporate,United States,Newark,Ohio,43055.0,East,OFF-LA-10001613,Office Supplies,Labels,Avery File Folder Labels,6.912
3609,2015-04-28,2015-03-05,Standard Class,Corporate,United States,Newark,Ohio,43055.0,East,OFF-ST-10002214,Office Supplies,Storage,X-Rack File for Hanging Folders,27.096
3610,2015-04-28,2015-03-05,Standard Class,Corporate,United States,Newark,Ohio,43055.0,East,OFF-ST-10001128,Office Supplies,Storage,"Carina Mini System Audio Rack, Model AR050B",177.568
3611,2017-11-29,2017-01-12,Second Class,Corporate,United States,Dallas,Texas,75217.0,Central,TEC-AC-10004864,Technology,Accessories,Memorex Micro Travel Drive 32 GB,58.416
3612,2016-03-12,2016-08-12,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19134.0,East,OFF-PA-10000174,Office Supplies,Paper,"Message Book, Wirebound, Four 5 1/2"" X 4"" Forms/Pg., 200 Dupl. Sets/Book",16.448
3613,2016-03-12,2016-08-12,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19134.0,East,TEC-AC-10000171,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack",36.784
3614,2018-11-19,2018-11-21,First Class,Corporate,United States,San Antonio,Texas,78207.0,Central,FUR-TA-10002622,Furniture,Tables,"Bush Andora Conference Table, Maple/Graphite Gray Finish",718.116
3615,2018-11-19,2018-11-21,First Class,Corporate,United States,San Antonio,Texas,78207.0,Central,OFF-AR-10001915,Office Supplies,Art,Peel-Off China Markers,31.776
3616,2017-05-09,2017-09-09,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120.0,East,OFF-BI-10004410,Office Supplies,Binders,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",9.555
3617,2018-04-09,2018-08-09,Standard Class,Consumer,United States,Los Angeles,California,90004.0,West,OFF-BI-10004632,Office Supplies,Binders,Ibico Hi-Tech Manual Binding System,487.984
3618,2018-04-09,2018-08-09,Standard Class,Consumer,United States,Los Angeles,California,90004.0,West,TEC-PH-10002185,Technology,Phones,QVS USB Car Charger 2-Port 2.1Amp for iPod/iPhone/iPad/iPad 2/iPad 3,5.56
3619,2018-04-09,2018-08-09,Standard Class,Consumer,United States,Los Angeles,California,90004.0,West,OFF-ST-10002974,Office Supplies,Storage,"Trav-L-File Heavy-Duty Shuttle II, Black",217.85
3620,2017-09-22,2017-09-29,Standard Class,Corporate,United States,Smyrna,Tennessee,37167.0,South,OFF-AR-10003727,Office Supplies,Art,Berol Giant Pencil Sharpener,40.776
3621,2017-09-22,2017-09-29,Standard Class,Corporate,United States,Smyrna,Tennessee,37167.0,South,TEC-PH-10004071,Technology,Phones,PayAnywhere Card Reader,63.936
3622,2015-09-14,2015-09-19,Standard Class,Consumer,United States,Macon,Georgia,31204.0,South,FUR-FU-10002878,Furniture,Furnishings,"Seth Thomas 14"" Day/Date Wall Clock",142.4
3623,2015-09-14,2015-09-19,Standard Class,Consumer,United States,Macon,Georgia,31204.0,South,OFF-BI-10001890,Office Supplies,Binders,Avery Poly Binder Pockets,7.16
3624,2018-05-19,2018-05-21,Second Class,Home Office,United States,San Francisco,California,94109.0,West,FUR-CH-10002647,Furniture,Chairs,"Situations Contoured Folding Chairs, 4/Set",681.408
3625,2018-05-19,2018-05-21,Second Class,Home Office,United States,San Francisco,California,94109.0,West,OFF-AR-10001315,Office Supplies,Art,Newell 310,3.52
3626,2018-05-19,2018-05-21,Second Class,Home Office,United States,San Francisco,California,94109.0,West,OFF-AR-10000122,Office Supplies,Art,Newell 314,5.58
3627,2018-05-19,2018-05-21,Second Class,Home Office,United States,San Francisco,California,94109.0,West,TEC-AC-10001465,Technology,Accessories,SanDisk Cruzer 64 GB USB Flash Drive,36.32
3628,2015-09-08,2015-08-13,Standard Class,Consumer,United States,Seattle,Washington,98103.0,West,OFF-BI-10004600,Office Supplies,Binders,Ibico Ibimaster 300 Manual Binding System,2060.744
3629,2018-11-26,2018-11-30,Standard Class,Corporate,United States,Columbus,Ohio,43229.0,East,OFF-AP-10002082,Office Supplies,Appliances,Holmes HEPA Air Purifier,52.272
3630,2018-11-26,2018-11-30,Standard Class,Corporate,United States,Columbus,Ohio,43229.0,East,OFF-AP-10004708,Office Supplies,Appliances,Fellowes Superior 10 Outlet Split Surge Protector,213.136
3631,2018-03-05,2018-08-05,Second Class,Corporate,United States,Los Angeles,California,90004.0,West,OFF-ST-10000464,Office Supplies,Storage,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",69.52
3632,2018-03-05,2018-08-05,Second Class,Corporate,United States,Los Angeles,California,90004.0,West,OFF-ST-10000025,Office Supplies,Storage,Fellowes Stor/Drawer Steel Plus Storage Drawers,763.44
3633,2017-10-11,2017-11-14,Standard Class,Home Office,United States,Springfield,Ohio,45503.0,East,OFF-LA-10001613,Office Supplies,Labels,Avery File Folder Labels,9.216
3634,2017-10-11,2017-11-14,Standard Class,Home Office,United States,Springfield,Ohio,45503.0,East,TEC-PH-10000376,Technology,Phones,Square Credit Card Reader,41.958
3635,2017-10-11,2017-11-14,Standard Class,Home Office,United States,Springfield,Ohio,45503.0,East,OFF-PA-10004039,Office Supplies,Paper,Xerox 1882,89.568
3636,2017-10-11,2017-11-14,Standard Class,Home Office,United States,Springfield,Ohio,45503.0,East,OFF-PA-10001776,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",22.248
3637,2017-10-11,2017-11-14,Standard Class,Home Office,United States,Springfield,Ohio,45503.0,East,OFF-AP-10002457,Office Supplies,Appliances,"Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red",334.88
3638,2017-10-11,2017-11-14,Standard Class,Home Office,United States,Springfield,Ohio,45503.0,East,FUR-FU-10000758,Furniture,Furnishings,DAX Natural Wood-Tone Poster Frame,148.288
3639,2017-10-11,2017-11-14,Standard Class,Home Office,United States,Springfield,Ohio,45503.0,East,OFF-PA-10000682,Office Supplies,Paper,Xerox 1924,4.624
3640,2017-10-11,2017-11-14,Standard Class,Home Office,United States,Springfield,Ohio,45503.0,East,TEC-AC-10002550,Technology,Accessories,"Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 30/Pack",178.92
3641,2017-10-11,2017-11-14,Standard Class,Home Office,United States,Springfield,Ohio,45503.0,East,OFF-BI-10002082,Office Supplies,Binders,GBC Twin Loop Wire Binding Elements,69.888
3642,2015-12-20,2015-12-23,Second Class,Consumer,United States,Los Angeles,California,90008.0,West,OFF-BI-10004632,Office Supplies,Binders,Ibico Hi-Tech Manual Binding System,487.984
3643,2015-12-20,2015-12-23,Second Class,Consumer,United States,Los Angeles,California,90008.0,West,OFF-AR-10001725,Office Supplies,Art,Boston Home & Office Model 2000 Electric Pencil Sharpeners,47.3
3644,2015-12-20,2015-12-23,Second Class,Consumer,United States,Los Angeles,California,90008.0,West,OFF-AR-10004269,Office Supplies,Art,Newell 31,4.13
3645,2015-12-20,2015-12-23,Second Class,Consumer,United States,Los Angeles,California,90008.0,West,OFF-BI-10003007,Office Supplies,Binders,"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11""",155.12
3646,2015-07-25,2015-07-27,Second Class,Home Office,United States,Los Angeles,California,90045.0,West,OFF-PA-10002195,Office Supplies,Paper,Xerox 1966,6.48
3647,2015-07-25,2015-07-27,Second Class,Home Office,United States,Los Angeles,California,90045.0,West,OFF-SU-10002522,Office Supplies,Supplies,Acme Kleen Earth Office Shears,15.52
3648,2016-11-22,2016-11-27,Standard Class,Consumer,United States,Memphis,Tennessee,38109.0,South,OFF-BI-10003712,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",2.946
3649,2016-11-22,2016-11-27,Standard Class,Consumer,United States,Memphis,Tennessee,38109.0,South,OFF-FA-10004854,Office Supplies,Fasteners,"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box",55.104
3650,2018-09-12,2018-11-12,Second Class,Consumer,United States,Detroit,Michigan,48234.0,Central,TEC-AC-10004859,Technology,Accessories,"Maxell Pro 80 Minute CD-R, 10/Pack",104.88
3651,2018-09-12,2018-11-12,Second Class,Consumer,United States,Detroit,Michigan,48234.0,Central,OFF-AR-10001860,Office Supplies,Art,BIC Liqua Brite Liner,34.7
3652,2018-09-12,2018-11-12,Second Class,Consumer,United States,Detroit,Michigan,48234.0,Central,OFF-BI-10001636,Office Supplies,Binders,Ibico Plastic and Wire Spiral Binding Combs,33.72
3653,2018-09-12,2018-11-12,Second Class,Consumer,United States,Detroit,Michigan,48234.0,Central,OFF-PA-10000349,Office Supplies,Paper,Easy-staple paper,14.94
3654,2018-08-31,2018-05-09,Standard Class,Consumer,United States,Lawrence,Indiana,46226.0,Central,OFF-AP-10002439,Office Supplies,Appliances,Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge,638.73
3655,2018-04-24,2018-04-30,Standard Class,Corporate,United States,Jacksonville,Florida,32216.0,South,OFF-ST-10001370,Office Supplies,Storage,Sensible Storage WireTech Storage Systems,113.568
3656,2018-08-09,2018-09-14,Standard Class,Corporate,United States,Dublin,Ohio,43017.0,East,TEC-AC-10002558,Technology,Accessories,Imation Swivel Flash Drive USB flash drive - 8 GB,9.096
3657,2016-12-03,2016-03-17,Standard Class,Corporate,United States,Plantation,Florida,33317.0,South,OFF-EN-10004030,Office Supplies,Envelopes,Convenience Packs of Business Envelopes,8.688
3658,2016-12-03,2016-03-17,Standard Class,Corporate,United States,Plantation,Florida,33317.0,South,FUR-FU-10003194,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",30.88
3659,2016-12-03,2016-03-17,Standard Class,Corporate,United States,Plantation,Florida,33317.0,South,FUR-FU-10001731,Furniture,Furnishings,Acrylic Self-Standing Desk Frames,6.408
3660,2017-07-18,2017-07-23,Standard Class,Corporate,United States,Glendale,Arizona,85301.0,West,OFF-SU-10004782,Office Supplies,Supplies,"Elite 5"" Scissors",33.8
3661,2017-06-13,2017-06-15,Second Class,Home Office,United States,Jackson,Michigan,49201.0,Central,TEC-PH-10003484,Technology,Phones,Ooma Telo VoIP Home Phone System,377.97
3662,2018-03-07,2018-09-07,Standard Class,Home Office,United States,Quincy,Massachusetts,2169.0,East,TEC-AC-10003590,Technology,Accessories,"TRENDnet 56K USB 2.0 Phone, Internet and Fax Modem",258.9
3663,2018-03-07,2018-09-07,Standard Class,Home Office,United States,Quincy,Massachusetts,2169.0,East,OFF-PA-10001970,Office Supplies,Paper,Xerox 1881,24.56
3664,2015-08-12,2015-12-13,Standard Class,Consumer,United States,Salem,Oregon,97301.0,West,OFF-LA-10001569,Office Supplies,Labels,Avery 499,27.888
3665,2015-08-12,2015-12-13,Standard Class,Consumer,United States,Salem,Oregon,97301.0,West,OFF-BI-10001132,Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 9 1/2"" X 11""",6.456
3666,2015-08-12,2015-12-13,Standard Class,Consumer,United States,Salem,Oregon,97301.0,West,TEC-PH-10003095,Technology,Phones,Samsung HM1900 Bluetooth Headset,52.68
3667,2015-08-12,2015-12-13,Standard Class,Consumer,United States,Salem,Oregon,97301.0,West,OFF-SU-10000432,Office Supplies,Supplies,Acco Side-Punched Conventional Columnar Pads,13.88
3668,2015-08-12,2015-12-13,Standard Class,Consumer,United States,Salem,Oregon,97301.0,West,TEC-AC-10004227,Technology,Accessories,SanDisk Ultra 16 GB MicroSDHC Class 10 Memory Card,103.92
3669,2015-08-12,2015-12-13,Standard Class,Consumer,United States,Salem,Oregon,97301.0,West,OFF-LA-10004409,Office Supplies,Labels,Avery 492,11.52
3670,2015-08-12,2015-12-13,Standard Class,Consumer,United States,Salem,Oregon,97301.0,West,OFF-PA-10001569,Office Supplies,Paper,Xerox 232,10.368
3671,2015-08-12,2015-12-13,Standard Class,Consumer,United States,Salem,Oregon,97301.0,West,OFF-ST-10001031,Office Supplies,Storage,Adjustable Personal File Tote,39.072
3672,2017-08-04,2017-04-14,Standard Class,Home Office,United States,Troy,Ohio,45373.0,East,OFF-EN-10002312,Office Supplies,Envelopes,#10 Self-Seal White Envelopes,8.872
3673,2017-08-04,2017-04-14,Standard Class,Home Office,United States,Troy,Ohio,45373.0,East,OFF-BI-10004224,Office Supplies,Binders,Catalog Binders with Expanding Posts,121.104
3674,2018-06-11,2018-11-11,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19143.0,East,FUR-CH-10003774,Furniture,Chairs,"Global Wood Trimmed Manager's Task Chair, Khaki",127.372
3675,2018-06-11,2018-11-11,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19143.0,East,OFF-PA-10000157,Office Supplies,Paper,Xerox 191,47.952
3676,2016-05-12,2016-09-12,Standard Class,Corporate,United States,San Diego,California,92105.0,West,FUR-FU-10004090,Furniture,Furnishings,"Executive Impressions 14"" Contract Wall Clock",44.46
3677,2016-09-07,2016-07-14,Standard Class,Consumer,United States,Clinton,Maryland,20735.0,East,OFF-FA-10002763,Office Supplies,Fasteners,Advantus Map Pennant Flags and Round Head Tacks,15.8
3678,2016-09-07,2016-07-14,Standard Class,Consumer,United States,Clinton,Maryland,20735.0,East,TEC-MA-10002428,Technology,Machines,Fellowes Powershred HS-440 4-Sheet High Security Shredder,464.97
3679,2016-09-07,2016-07-14,Standard Class,Consumer,United States,Clinton,Maryland,20735.0,East,FUR-FU-10002918,Furniture,Furnishings,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,181.96
3680,2016-09-07,2016-07-14,Standard Class,Consumer,United States,Clinton,Maryland,20735.0,East,OFF-LA-10000476,Office Supplies,Labels,"Avery 05222 Permanent Self-Adhesive File Folder Labels for Typewriters, on Rolls, White, 250/Roll",12.39
3681,2016-09-07,2016-07-14,Standard Class,Consumer,United States,Clinton,Maryland,20735.0,East,OFF-BI-10002854,Office Supplies,Binders,"Performers Binder/Pad Holder, Black",84.09
3682,2016-09-07,2016-07-14,Standard Class,Consumer,United States,Clinton,Maryland,20735.0,East,OFF-AR-10002987,Office Supplies,Art,Prismacolor Color Pencil Set,79.36
3683,2016-09-07,2016-07-14,Standard Class,Consumer,United States,Clinton,Maryland,20735.0,East,OFF-BI-10004001,Office Supplies,Binders,GBC Recycled VeloBinder Covers,153.36
3684,2016-09-07,2016-07-14,Standard Class,Consumer,United States,Clinton,Maryland,20735.0,East,OFF-BI-10001634,Office Supplies,Binders,Wilson Jones Active Use Binders,43.68
3685,2016-09-07,2016-07-14,Standard Class,Consumer,United States,Clinton,Maryland,20735.0,East,OFF-ST-10003722,Office Supplies,Storage,Project Tote Personal File,98.21
3686,2017-12-13,2017-12-19,Standard Class,Consumer,United States,Riverside,California,92503.0,West,OFF-AR-10004757,Office Supplies,Art,Crayola Colored Pencils,9.84
3687,2017-05-20,2017-05-24,Standard Class,Consumer,United States,Port Saint Lucie,Florida,34952.0,South,OFF-BI-10004140,Office Supplies,Binders,Avery Non-Stick Binders,2.694
3688,2018-02-06,2018-05-06,Second Class,Consumer,United States,Mesa,Arizona,85204.0,West,OFF-PA-10002479,Office Supplies,Paper,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),25.344
3689,2018-02-06,2018-05-06,Second Class,Consumer,United States,Mesa,Arizona,85204.0,West,OFF-EN-10001141,Office Supplies,Envelopes,"Manila Recycled Extra-Heavyweight Clasp Envelopes, 6"" x 9""",43.92
3690,2016-10-30,2016-02-11,Second Class,Corporate,United States,Denver,Colorado,80219.0,West,TEC-MA-10000597,Technology,Machines,Lexmark S315 Color Inkjet Printer,59.994
3691,2016-10-30,2016-02-11,Second Class,Corporate,United States,Denver,Colorado,80219.0,West,TEC-CO-10001571,Technology,Copiers,Sharp 1540cs Digital Laser Copier,439.992
3692,2016-10-30,2016-02-11,Second Class,Corporate,United States,Denver,Colorado,80219.0,West,TEC-PH-10004531,Technology,Phones,OtterBox Commuter Series Case - iPhone 5 & 5s,87.96
3693,2016-10-30,2016-02-11,Second Class,Corporate,United States,Denver,Colorado,80219.0,West,FUR-FU-10003026,Furniture,Furnishings,"Eldon Regeneration Recycled Desk Accessories, Black",15.488
3694,2017-10-15,2017-10-20,Standard Class,Corporate,United States,Springfield,Virginia,22153.0,South,OFF-BI-10002082,Office Supplies,Binders,GBC Twin Loop Wire Binding Elements,232.96
3695,2017-10-15,2017-10-20,Standard Class,Corporate,United States,Springfield,Virginia,22153.0,South,OFF-EN-10002312,Office Supplies,Envelopes,#10 Self-Seal White Envelopes,66.54
3696,2017-10-15,2017-10-20,Standard Class,Corporate,United States,Springfield,Virginia,22153.0,South,OFF-AP-10000696,Office Supplies,Appliances,Holmes Odor Grabber,43.26
3697,2016-11-19,2016-11-21,Second Class,Home Office,United States,Seattle,Washington,98115.0,West,FUR-FU-10000305,Furniture,Furnishings,"Tenex V2T-RE Standard Weight Series Chair Mat, 45"" x 53"", Lip 25"" x 12""",141.96
3698,2015-09-13,2015-09-17,Standard Class,Corporate,United States,Tempe,Arizona,85281.0,West,OFF-ST-10001034,Office Supplies,Storage,Eldon File Chest Portable File,79.4
3699,2018-11-13,2018-11-18,Second Class,Home Office,United States,Yonkers,New York,10701.0,East,TEC-AC-10004114,Technology,Accessories,KeyTronic 6101 Series - Keyboard - Black,163.96
3700,2018-12-24,2018-12-29,Standard Class,Corporate,United States,Rochester,New York,14609.0,East,FUR-FU-10001602,Furniture,Furnishings,"Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear",37.93
3701,2017-09-01,2017-01-13,Second Class,Corporate,United States,Toledo,Ohio,43615.0,East,FUR-FU-10002445,Furniture,Furnishings,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",15.168
3702,2016-06-13,2016-06-19,Standard Class,Corporate,United States,Decatur,Alabama,35601.0,South,OFF-AR-10004269,Office Supplies,Art,Newell 31,24.78
3703,2016-06-13,2016-06-19,Standard Class,Corporate,United States,Decatur,Alabama,35601.0,South,OFF-BI-10001249,Office Supplies,Binders,Avery Heavy-Duty EZD View Binder with Locking Rings,19.14
3704,2016-06-13,2016-06-19,Standard Class,Corporate,United States,Decatur,Alabama,35601.0,South,TEC-CO-10004202,Technology,Copiers,Brother DCP1000 Digital 3 in 1 Multifunction Machine,899.97
3705,2016-06-13,2016-06-19,Standard Class,Corporate,United States,Decatur,Alabama,35601.0,South,OFF-PA-10003363,Office Supplies,Paper,Xerox 204,32.4
3706,2018-03-18,2018-03-22,Standard Class,Consumer,United States,Dallas,Texas,75220.0,Central,OFF-AR-10001915,Office Supplies,Art,Peel-Off China Markers,23.832
3707,2015-11-23,2015-11-27,Standard Class,Corporate,United States,Mesquite,Texas,75150.0,Central,FUR-FU-10001940,Furniture,Furnishings,Staple-based wall hangings,6.368
3708,2015-11-23,2015-11-27,Standard Class,Corporate,United States,Mesquite,Texas,75150.0,Central,OFF-AP-10004336,Office Supplies,Appliances,"Conquest 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit",34.176
3709,2015-11-23,2015-11-27,Standard Class,Corporate,United States,Mesquite,Texas,75150.0,Central,TEC-AC-10003709,Technology,Accessories,Maxell 4.7GB DVD-R 5/Pack,5.544
3710,2018-10-15,2018-10-17,First Class,Corporate,United States,Los Angeles,California,90045.0,West,FUR-TA-10001705,Furniture,Tables,Bush Advantage Collection Round Conference Table,510.24
3711,2018-10-15,2018-10-17,First Class,Corporate,United States,Los Angeles,California,90045.0,West,OFF-PA-10000675,Office Supplies,Paper,Xerox 1919,204.95
3712,2018-04-21,2018-04-24,First Class,Consumer,United States,Seattle,Washington,98103.0,West,TEC-AC-10000521,Technology,Accessories,"Verbatim Slim CD and DVD Storage Cases, 50/Pack",11.54
3713,2018-04-21,2018-04-24,First Class,Consumer,United States,Seattle,Washington,98103.0,West,FUR-FU-10004622,Furniture,Furnishings,Eldon Advantage Foldable Chair Mats for Low Pile Carpets,162.6
3714,2015-08-12,2015-10-12,Second Class,Consumer,United States,Olympia,Washington,98502.0,West,OFF-PA-10001954,Office Supplies,Paper,Xerox 1964,45.68
3715,2015-08-12,2015-10-12,Second Class,Consumer,United States,Olympia,Washington,98502.0,West,FUR-CH-10002602,Furniture,Chairs,DMI Arturo Collection Mission-style Design Wood Chair,603.92
3716,2018-05-29,2018-02-06,Standard Class,Home Office,United States,Omaha,Nebraska,68104.0,Central,OFF-FA-10004395,Office Supplies,Fasteners,Plymouth Boxed Rubber Bands by Plymouth,23.55
3717,2017-09-19,2017-09-23,Standard Class,Consumer,United States,Columbus,Georgia,31907.0,South,OFF-SU-10003002,Office Supplies,Supplies,Letter Slitter,5.04
3718,2017-09-19,2017-09-23,Standard Class,Consumer,United States,Columbus,Georgia,31907.0,South,TEC-AC-10002926,Technology,Accessories,Logitech Wireless Marathon Mouse M705,249.95
3719,2017-09-17,2017-09-23,Standard Class,Corporate,United States,Columbus,Indiana,47201.0,Central,OFF-AR-10002656,Office Supplies,Art,Sanford Liquid Accent Highlighters,33.4
3720,2017-12-20,2017-12-24,Standard Class,Home Office,United States,Jackson,Mississippi,39212.0,South,FUR-FU-10001918,Furniture,Furnishings,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,18.92
3721,2017-12-20,2017-12-24,Standard Class,Home Office,United States,Jackson,Mississippi,39212.0,South,OFF-BI-10003910,Office Supplies,Binders,DXL Angle-View Binders with Locking Rings by Samsill,15.42
3722,2018-11-22,2018-11-26,Standard Class,Consumer,United States,Houston,Texas,77070.0,Central,OFF-AR-10000122,Office Supplies,Art,Newell 314,35.712
3723,2015-12-30,2016-04-01,Standard Class,Corporate,United States,Phoenix,Arizona,85023.0,West,OFF-BI-10004600,Office Supplies,Binders,Ibico Ibimaster 300 Manual Binding System,551.985
3724,2018-03-04,2018-05-04,First Class,Consumer,United States,Chicago,Illinois,60653.0,Central,OFF-AR-10003045,Office Supplies,Art,Prang Colored Pencils,7.056
3725,2017-12-26,2018-02-01,Standard Class,Corporate,United States,Denver,Colorado,80219.0,West,OFF-AP-10000252,Office Supplies,Appliances,Harmony HEPA Quiet Air Purifiers,18.72
3726,2017-05-06,2017-11-06,Standard Class,Consumer,United States,Newark,Delaware,19711.0,East,OFF-ST-10001496,Office Supplies,Storage,Standard Rollaway File with Lock,360.38
3727,2017-05-06,2017-11-06,Standard Class,Consumer,United States,Newark,Delaware,19711.0,East,OFF-AR-10000122,Office Supplies,Art,Newell 314,11.16
3728,2017-05-06,2017-11-06,Standard Class,Consumer,United States,Newark,Delaware,19711.0,East,OFF-LA-10000407,Office Supplies,Labels,Avery White Multi-Purpose Labels,14.94
